삭제(O 표시),업종,상호,리조트,지역,주소,전화,겸업,영업시간,홈페이지,인스타,등록ID
,렌탈샵,클럽제임스보드,곤지암리조트,경기,경기 광주시 도척면 도척윗로 214 1층,0507-1386-6199,,매일 00:00~24:00,https://smartstore.naver.com/jboard/products/4794930080,james__board,8e5e2af3-31be-49b6-8250-8202caad821b
,렌탈샵,킹스키,곤지암리조트,경기,경기도 광주시 도척면 독고개길302번길 49 1,,판매,매일 00:00~24:00,,,1b82485d-a880-45b1-8a42-0a8eb8605fc0
,렌탈샵,타고놀자,곤지암리조트,경기,경기도 광주시 도척면 독고개길302번길 24 곤지암렌탈샵 타고놀자,0507-1432-1919,,매일 09:00~02:00,http://www.tagonolja.com,tago_nolja,cd6d1521-6c17-4ad2-8581-507d749bb57f
,렌탈샵,허스키,곤지암리조트,경기,경기 광주시 도척면 도척윗로 278,031-8026-5647,,,,,2f3877af-6ff6-4730-b5a9-be7f08157eaa
,렌탈샵,VIP,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 41 VIP스키,0507-1436-3230,판매,매일 08:00~17:00,https://smartstore.naver.com/mujupangpang/products/4741286239,vip_ski,e3739cdf-674a-4ce2-9674-2600c6071fff
,렌탈샵,ok스키샵,무주덕유산,전라,전북특별자치도 무주군 설천면 내배방길 6,063-322-2213,판매,,,,5266586b-fa6b-4f93-8ca1-a3f98f95ff9e
,렌탈샵,가성비렌탈샵,무주덕유산,전라,전북 무주군 적상면 치마재로 474,0507-1302-8293,판매,"토 07:00~01:00, 일 07:00~01:00, 월 08:00~01:00, 화 08:00~01:00, ",https://smartstore.naver.com/mujureal,,ab17ce7a-bdb5-4f0f-b3dc-6a0eefd33cad
,렌탈샵,강심장,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 55 강심장스키샵,0507-1345-3601,판매,매일 00:00~24:00,https://smartstore.naver.com/mjski,muju_skishop,1a2c2a7f-6f9f-4b30-bb7c-9cbe87e5d183
,렌탈샵,겨울왕국 스키렌탈,무주덕유산,전라,전북 무주군 설천면 만선로 43 겨울왕국,,,매일 08:00~23:00; 혹시라도 샵 문이 닫혀있다면 전화 주세요~~,https://smartstore.naver.com/muju_skifrozen,muju_ski_frozen,d8688e70-d6a6-4cd6-86f6-aa58e4bb1458
,렌탈샵,국가대표,무주덕유산,전라,전북특별자치도 무주군 설천면 구천동로 1101 1층 국가대표스키샵,0507-1358-6655,판매,"토 07:30~24:00, 일 07:30~24:00, 월 08:00~24:00, 화 08:00~24:00, ",https://www.okmuju.com,okmuju1201,3172a622-228a-4c21-9024-fbcec89ef425
,렌탈샵,굿스키,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 50 1층,,판매,매일 07:30~01:00,http://www.goodski.co.kr,,d48f1575-afd3-40c8-9ef0-063589c90660
,렌탈샵,그랜드스키샵,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 74-1,063-323-8080,판매,매일 08:00~24:00,https://smartstore.naver.com/grandskishop/products/11271252688,muju_grandski,cf5aee68-53d5-49c4-92b4-252f77185087
,렌탈샵,넘버원스키샵,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 53 넘버원스키,0507-1399-8533,판매,매일 08:00~23:00; 스키장 운영 시간 09:00~22:00,https://smartstore.naver.com/no1ski,,1281f1b3-e0ed-4c5d-9756-8289ba5930dc
,렌탈샵,네이버스키샵,무주덕유산,전라,전북특별자치도 무주군 설천면 내배방길 9,,판매,,,,297f3d8f-e620-4bc8-bae4-83867c332771
,렌탈샵,네팔스키샵,무주덕유산,전라,전북특별자치도 무주군 무풍면 구천동로 576,,판매,,,,b124e8ea-56ec-42e2-ac57-40f625763e30
,렌탈샵,노블,무주덕유산,전라,전북특별자치도 무주군 설천면 구천동로 1083-11,0507-1443-3664,판매,매일 08:00~24:00,https://smartstore.naver.com/mujuskirental,,85ffeb27-7c4d-4caa-b3a4-daa62a7255b2
,렌탈샵,다숲스키샵,무주덕유산,전라,전북특별자치도 무주군 설천면 구천동1로 149,,판매,매일 10:00~22:00,http://dasup.kr,mujudasuppensyeon,83460e0c-e95d-493c-8320-9e8e066b7689
,렌탈샵,달인렌탈샵,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 44 1층,0507-1474-5119,판매,매일 07:50~24:00,http://www.ski-house.co.kr,,2fb14e78-97f1-4b52-9cad-c9a5f75e84f3
,렌탈샵,대박스키샵,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 52 무주렌탈샵 대박스키샵,0507-1369-0224,판매,"토 07:00~24:00, 일 07:00~24:00, 월 07:30~24:00, 화 07:30~24:00, ",http://www.daebakski.com,,a7dfc648-bb37-4e6a-93c4-acc3636729df
,렌탈샵,대장렌탈샵,무주덕유산,전라,전북특별자치도 무주군 설천면 만선1로 42 무주대장,0507-1313-4251,판매 정비,매일 08:00~01:00; 연중무휴,http://djmuju.com,muju_leader,a93de99a-0035-4c8c-ac75-6fa63ddeb0a1
,렌탈샵,대한민국스키샵,무주덕유산,전라,전북특별자치도 무주군 적상면 치마재로 482,063-324-0365,판매,매일 00:00~24:00,http://www.mujukorea.com,,738c678d-ac60-4c58-b4e2-9ebe0f178a83
,렌탈샵,더블유,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 46 무주스키샵&렌탈샵더블유,,판매,매일 08:00~24:00,http://wskishop.com,,bcf9c3de-24bf-4a9f-863f-d3298780c876
,렌탈샵,덕유산렌탈샵,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 10,0507-1352-1022,판매,매일 08:00~24:00,http://www.joyski.com,mujuskishop_,24391a20-82af-4847-97b3-28733907f8d4
,렌탈샵,런닝맨,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 88 무주런닝맨스키샵 렌탈샵,0507-1370-0657,판매,매일 07:30~24:00,http://www.2dayski.com,,dd1de500-ff9c-4a01-8198-9e1b9a096977
,렌탈샵,레저천국,무주덕유산,전라,전북특별자치도 무주군 설천면 구천동로 856,063-322-6262,,,,,aa99a1a2-cd43-4f77-978f-ebf42f136f60
,렌탈샵,리틀프린스스키샵,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 36-8,0507-1311-0873,판매,매일 07:00~23:00,https://www.mujuprince,,dd213125-d1bd-40f8-99d9-32ba24a37b33
,렌탈샵,마운틴,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 78 마운틴스키샵,0507-1365-8076,판매,매일 07:30~24:00,http://mountainski.co.kr,,7198205b-c1ba-4ed7-910a-f763dae85c48
,렌탈샵,만남스키샵,무주덕유산,전라,전북특별자치도 무주군 설천면 만선1로 97,063-322-3801,판매,,,,9db126a0-89a8-40a4-8355-c3919dca69c4
,렌탈샵,멘토렌탈샵,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 38 무주멘토스키샵,0507-1390-7923,판매,매일 00:00~24:00,https://smartstore.naver.com/mentorski,mentor__ski,79a3c5e9-8781-44a8-97ef-304dd8a0da7d
,렌탈샵,무주보드,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 84 무주보드,063-322-0408,,매일 00:00~24:00,http://www.mujuboards.com,,77e05a0b-2b54-46a6-bb1f-3ebfa92a3164
,렌탈샵,무주스노우맨,무주덕유산,전라,전북 무주군 설천면 구천동로 852 B1,063-323-7774,,,http://www.snowmen.co.kr,,1a94a027-38ab-4a72-a277-8d8350d1f318
,렌탈샵,무주스키,무주덕유산,전라,전북 무주군 설천면 만선로 70,0507-1385-6611,,매일 00:00~24:00,http://mujuski.co.kr,muju.skii,03f05a91-05b1-4e27-bea9-b4d4990e87c7
,렌탈샵,무주정스키샵 렌탈샵,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 92 무주정스키샵렌탈샵,063-322-9933,판매,매일 07:30~00:05,http://www.jungskishop.com,,4eccf338-d1a2-4594-86c4-f94a20b04791
,렌탈샵,무주킹스키샵 렌탈샵,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 76 킹스키샵,0507-1493-4201,판매,매일 07:30~24:00,http://kingski.co.kr,,77e80305-e0d2-4514-96e3-0b7720cc2d8a
,렌탈샵,무한도전스키샵,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 58,063-323-3570,판매,매일 07:00~24:00; 시즌중 연중무휴,http://무한도전스키샵.com,,a937a30b-33d7-42bf-82e2-4236d5e8a0b4
,렌탈샵,백암스키,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 32 1층,,판매,매일 08:00~24:00,http://www.100am.co.kr,,c30d59f7-9fe1-4f2f-9d72-64528f346bef
,렌탈샵,베이스캠프,무주덕유산,전라,전북 무주군 설천면 만선로 68 베이스캠프,0507-1395-6445,정비,토(9/5) 휴무; 일(9/6) 휴무; 월(9/7) 휴무; 화(9/8) 휴무; 수(9/9) 휴무; 목(9/1,http://www.준스키타운.com,muju_skishop_basecamp,2ebd6c39-2e4d-4603-8df2-80a1869fa9c0
,렌탈샵,봉구스키,무주덕유산,전라,전북특별자치도 무주군 설천면 구천동로 1059,063-323-3140,,매일 00:00~24:00,,,f4d733d3-29e9-4d7f-ba5d-12a031264a60
,렌탈샵,봉스키,무주덕유산,전라,전북 무주군 설천면 만선로 34 봉스키,0507-1424-8090,,매일 08:00~24:00,https://smartstore.naver.com/bongski,bong.skiski,114023c9-e314-47b8-8d03-f3b5d2434f49
,렌탈샵,빅스키샵,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 30,063-324-2021,판매,매일 00:00~24:00,http://bigski.kr,,08282524-6b5c-481e-afa5-aecf0dea50c4
,렌탈샵,세븐레포츠&인터스키,무주덕유산,전라,전북 무주군 설천면 만선로 63,063-322-0014,,매일 00:00~24:00,http://mujusevenleports.com,7leports,415c9a90-2d7a-4133-9de6-6d7ec08d5905
,렌탈샵,스노우밸리,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 36-37,0507-1373-6683,판매 정비,매일 07:50~22:00 (브레이크 16:00~17:00); 오전렌탈08:00 오후렌탈11:30 야간렌탈1,http://무주스노우밸리스키샵.shop,snow.valley.ps,4f708334-02e4-4ad9-b996-31e3c0d5d486
,렌탈샵,스노우파크,무주덕유산,전라,전북특별자치도 무주군 설천면 만선1로 60,0507-1433-2426,판매,"토 06:00~24:00, 일 06:00~24:00, 월 07:30~24:00, 화 07:30~24:00, ",http://www.mujusp.com,,7f1163f3-7e57-449e-acc5-5de479e87a96
,렌탈샵,스카이렌탈샵,무주덕유산,전라,전북특별자치도 무주군 설천면 구천동로 1063,0507-1406-0793,판매,"토 07:30~01:00, 일 07:30~01:00, 월 08:00~01:00, 화 08:00~01:00, ",https://www.mujusky.co.kr,mujuskyski,e2e45be4-9862-4495-b10a-ad9fcbab299c
,렌탈샵,스키광장,무주덕유산,전라,전북 무주군 설천면 만선로 60,0507-1381-3285,정비,매일 08:00~24:00,http://www.allmuju.co.kr,sangeun011,08b6abc5-d419-481f-91e7-5728f607eade
,렌탈샵,스키라이프,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 36-2 스키라이프,063-322-9113,판매,"토 07:00~00:30, 일 07:00~00:30, 월 07:50~00:30, 화 07:50~00:30, ",https://www.skilife.co.kr,skilife_king,7a4bea2c-0f61-4efc-870b-83e5b562af00
,렌탈샵,스키랜드,무주덕유산,전라,전북특별자치도 무주군 적상면 치마재로 472,0507-1391-5202,판매 정비,매일 08:00~24:00; 영업시간은 오전8시 마감시간은 익일 오전1시입니다.,https://skiland.kr,,8662bc0a-bb74-4e65-bdae-7d4ceaa8d6a5
,렌탈샵,스키마을,무주덕유산,전라,전북특별자치도 무주군 설천면 내배방길 8,0507-1374-2688,판매,매일 00:00~24:00,http://www.mujuski.net,,a9984c9c-4cd4-4b31-8026-e976cf766723
,렌탈샵,스키스쿨,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 49 무주스키스쿨,0507-1335-1140,판매,매일 08:00~24:00,https://www.무주스키스쿨.com,mujuskischool,8056a84d-f57c-467a-8e59-c33b422361d9
,렌탈샵,스키앤스키스키샵,무주덕유산,전라,전북 무주군 적상면 치마재로 480 스키엔스키 스키샵,063-322-2582,판매,,,,360e255e-ae73-4c85-beb7-b77be8e635a5
,렌탈샵,스키월드,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 82 무주스키샵&렌탈샵 스키월드,0507-1356-2012,판매,"토 06:50~24:00, 일 06:50~24:00, 월 07:40~23:55, 화 07:40~23:55, ",https://www.mujuskiworld.com,,3fd5fdfd-533b-4d14-a1c9-a9d41bb3fba9
,렌탈샵,스키일번지,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 62,063-322-9555,판매,,http://www.1-ski.co.kr,skiyanolja,3b7b297b-fd8a-46ae-a936-20105ae8aa5a
,렌탈샵,신세계스키,무주덕유산,전라,전북특별자치도 무주군 설천면 구천동로 1079-3,,,,,,71238706-2c6a-4821-98af-b9ab90113a00
,렌탈샵,실크로드,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 57 실크로드 스키샵,0507-1481-7115,판매,"토 07:30~24:00, 일 07:30~24:00, 월 08:00~24:00, 화 08:00~24:00, ",http://www.mujusilk.com,mujusilk,c13521ab-0fe8-4cab-adf2-5670d744bd6b
,렌탈샵,씽씽스키샵,무주덕유산,전라,전북특별자치도 무주군 설천면 삼공리 152-2,063-322-5568,판매,,,,616b4eee-a580-438f-90b6-b5c9d7b5faf6
,렌탈샵,아리랑스키,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 3 아리랑스키,0507-1472-7822,판매 정비,매일 08:10~24:00,http://www.arirangski.com,arirangski_board,83a0531a-7dd6-4713-9b5b-01fd248ad96c
,렌탈샵,알에스에스,무주덕유산,전라,전북특별자치도 무주군 설천면 만선1로 38 RSS,0507-1358-3008,판매 정비,매일 00:00~24:00,http://rssmuju.com,,6754c02c-0933-4e53-82ce-9b43a84dd6b8
,렌탈샵,알토스키샵,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 72 알토스키샵,0507-1481-6114,판매,매일 08:00~23:55,http://altoski.co.kr,,03d5718c-5554-442b-b161-5eddb592e697
,렌탈샵,알파인렌탈샵,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 6,063-322-0044,판매,매일 07:30~23:50,http://www.mujualpine.co.kr,mujualpine,467f05b5-0f81-4059-995c-77637229abe9
,렌탈샵,에이스,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 47 무주스키샵 렌탈샵 에이스,063-322-8411,판매,매일 08:00~00:30,http://www.aceskishop.co.kr,muju.aceski_,43372b06-b3f7-4479-9a96-9b1c8342f750
,렌탈샵,와우,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 26,0507-1374-0304,판매,매일 00:00~24:00,http://와우스키.com,,48b977be-9263-47a7-8057-7f146071eaa2
,렌탈샵,이소스키,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 86 무주스키샵&렌탈샵 이소스키,0507-1374-8556,판매,매일 00:00~24:00,http://www.isoski.com,,7e51bb5a-cef4-44ef-bf7a-51894f4e50c5
,렌탈샵,일성스키샵,무주덕유산,전라,전북특별자치도 무주군 무풍면 라제통문로 455,063-324-0339,판매,매일 07:00~23:30,,,4a586898-f119-4b48-8012-29ca1f24511c
,렌탈샵,일타,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 45 무주일타스키샵,0507-1429-1719,판매 정비,매일 00:00~24:00; 무주덕유산리조트 시즌 종료 후 스키샵 영업 안함,http://일타스키샵.com,,d3295db9-8126-49e3-88cf-08605188fde2
,렌탈샵,초이스렌탈,무주덕유산,전라,전북특별자치도 무주군 설천면 구천동로 1058 초이스스키샵,0507-1397-3421,판매,매일 08:00~24:00,https://www.kgrc.co.kr,muju_choice_ski,c5bda6bd-ee0b-48b7-b4df-4876b61607a5
,렌탈샵,탑스키,무주덕유산,전라,전북 무주군 설천면 만선로 64,063-322-8866,,"토 06:00~24:00, 일 06:00~24:00, 월 07:00~24:00, 화 07:00~24:00, ",http://www.top-ski.co.kr,,f862004f-d19b-4d89-a7d9-f101aee665f2
,렌탈샵,파워스키앤레저,무주덕유산,전라,전북특별자치도 무주군 설천면 원삼공1길 3,063-322-8055,,매일 00:00~24:00,,,90bcb4da-b8b2-41d9-aec5-303f5934213c
,렌탈샵,포세이돈스키샵,무주덕유산,전라,전북특별자치도 무주군 설천면 구천동로 1096 포세이돈스키샵,0507-1436-4628,판매,매일 08:00~22:00,,,8974e400-afd8-4a0d-9a4e-461e1241f725
,렌탈샵,풀하우스스키,무주덕유산,전라,전북특별자치도 무주군 설천면 내배방길 18,063-322-0100,,매일 09:00~18:00,,,a698cdec-028c-4bf7-8eef-5d11e7df1d68
,렌탈샵,하늘풍경스키샵,무주덕유산,전라,전북 무주군 설천면 만선1로 28,0507-1382-5407,판매,매일 00:00~24:00,,,f1854b11-06ec-4718-9199-91ae947bce33
,렌탈샵,하얀나라,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 18 1층,0507-1436-3560,판매,매일 08:00~23:55,http://www.mujuskishop.com,muju_hayannara,4bbc7010-ae82-4da6-992e-53d058da6f4c
,렌탈샵,허커,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 40,,판매,매일 08:00~01:00,http://huckerski.com,,c92c49f6-783d-4784-bbb1-d541727371d3
,렌탈샵,현대렌탈샵,무주덕유산,전라,전북특별자치도 무주군 설천면 만선로 22,0507-1346-1664,판매 정비,매일 00:00~24:00,http://www.gomuju.com,hyundaeski_town,40dc2aa6-a336-449b-a805-08eee2d6d85e
,렌탈샵,홀리데이,무주덕유산,전라,전북특별자치도 무주군 설천면 외배방길 10,0507-1328-7992,판매,,http://www.mujuholiday.com,,89dd0f5e-54c1-4419-b353-79f9ddd3b828
,렌탈샵,훼미리스키마트,무주덕유산,전라,전북특별자치도 무주군 설천면 관동길 15,063-322-6756,,,,,a700b82b-3fb4-4238-9f8b-c2d9543cbad1
,렌탈샵,훼미리스키샵,무주덕유산,전라,전북 무주군 설천면 구천동로 894,063-324-7774,판매,,http://www.mujuiloveski.com,,f5be145a-b6c5-4e2c-b8b6-d178c1a6b8c4
,렌탈샵,153스키,비발디파크,경기,경기도 양평군 단월면 단월로 422,,,,,,64effc94-61c0-4474-badc-6f58579aa7ee
,렌탈샵,VIP,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2086 VIP렌탈샵,0507-1444-0357,,매일 00:00~24:00,https://smartstore.naver.com/xboard/category/ALL?cp=1,vivaldivip1,b0189b89-db1b-4911-9039-9ad75f4d3959
,렌탈샵,가까운렌탈샵,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 629 가까운렌탈샵,0507-1390-6230,정비,매일 00:00~24:00,https://smartstore.naver.com/rentalpresident,,7e3f721c-ecb4-4035-aded-cd8d7785ab5b
,렌탈샵,간지스키,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2141-3 1층 3호,033-434-7645,,매일 08:00~17:00; 평일 월  스키장 야간 PM11시 운영 새벽 반납받음,http://www.ganziski.com,ganziski,adf6ea6e-8e07-4050-afa1-fcc61a34baa5
,렌탈샵,겨울이야기,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 73,0507-1329-8723,,매일 07:30~04:00; 전화 상담은 오전8시부터 저녁 12시까지 가능합니다.,http://겨울이야기.com,,91b335fa-1246-4cd6-8d17-628a195e9589
,렌탈샵,고스키,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2175 고스키,,판매,매일 07:00~03:00,,,efb02724-c531-4e49-be74-7c5b68b356d0
,렌탈샵,국가대표,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2107,0507-1404-5071,,매일 08:00~03:30,https://gbteamkorea.com,vivaldi_park_teamkorea,3acfb415-47f7-46a8-ae93-58fcf16c64b8
,렌탈샵,깜보드,비발디파크,강원,강원 홍천군 서면 한서로 2153 깜보드,0507-1395-0005,,매일 00:00~24:00,https://smartstore.naver.com/kkam-chojun7474,,f591a79f-d398-43cc-bff3-c6217055ee7f
,렌탈샵,넘버원,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 34 넘버원 렌탈샵,0507-1362-9203,,매일 08:30~04:00,https://smartstore.naver.com/number1rentalshop,number.1_rental_surf,428e6c36-4f63-440f-ac80-26d13e732789
,렌탈샵,다이나믹스포츠,비발디파크,강원,강원 홍천군 서면 한치골길 47,033-434-7097,,,,,64db2210-dcfb-4b3c-9efc-0354395356c8
,렌탈샵,대명비발디샤모니스키,비발디파크,강원,강원 홍천군 서면 한서로 1889,033-434-0774,,,http://www.shamony.co.kr,,4225f3d6-b6fd-42f2-8a5a-8350133c71a0
,렌탈샵,대한민국,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 49 비발디파크 렌탈샵 대한민국,,,매일 00:00~24:00,https://smartstore.naver.com/koreaski,,9381fa80-2a69-4582-97f0-2b786e7eefe4
,렌탈샵,더드림,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 911 더드림렌탈샵,,,매일 00:00~24:00; 스키장 오픈 ~ 마감 시간까지 영업합니다!!,https://smartstore.naver.com/vivaldithedream,,035c65e7-aee0-42d7-8592-5f23501a6362
,렌탈샵,더스노우,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2125 비발디파크 렌탈샵 더스노우,0507-1407-0878,,매일 08:00~03:00,,,30107774-352d-4a1e-8cbb-362e99e044bb
,렌탈샵,렌타르,비발디파크,경기,경기도 양평군 단월면 단월로 288,031-755-1505,,,,,8c04289d-e6bc-4366-80b1-ad7417dd31d3
,렌탈샵,리더스,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2123 리더스,033-435-1113,,매일 00:00~24:00,http://leadersski.net,,7f2ae50a-83d3-4a18-bdb6-3b144eb41e0e
,렌탈샵,백야&눈탱이,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 1893 백야&눈탱이,02-6328-1704,,,http://www.100ya.co.kr,,c2358516-cbdc-4b8d-a605-53026c67f728
,렌탈샵,보드윤,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 1004 비발디파렌탈샵 보드윤,,,매일 00:00~24:00,http://boardyoon.com,board_yoon,d0430f95-31f1-4438-9475-f63b73373543
,렌탈샵,보스,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2207 1층 렌탈샵 보스,0507-1397-7906,판매,매일 00:00~24:00; 24시간 휴무일 없이 운영합니다,https://vivaldiboss.com,boss_rental_,e05b124a-7dad-4bae-bbad-d5947c9ab03c
,렌탈샵,볼컴,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 961 파우더렌탈샵,0507-1435-1309,,매일 00:00~24:00,https://smartstore.naver.com/powderrentalshop,,015f6c9c-80b0-416d-bcb7-379da87398d1
,렌탈샵,비발디파크 렌탈샵,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2118 1층,0507-1314-6113,,매일 00:00~24:00,https://smartstore.naver.com/-mz,saapp_mz,6ee08325-3cd1-4a07-a90e-fff6c7bcdc99
,렌탈샵,비전,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2166 비발디파크 렌탈샵,0507-1397-1948,,매일 00:00~24:00,https://vivaldivision.co.kr,vivaldi_vision,68c28fe6-764f-461a-96fc-9e0ffe00b2c4
,렌탈샵,뽀드득에찌,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 759 비발디파크렌탈샵 뽀드득에찌,0507-1395-3018,정비,"토 08:00~04:00, 일 08:00~04:00, 월 08:00~00:30, 화 08:00~04:00, ",https://smartstore.naver.com/edge_r,edge__rental,aff35f0e-3e97-4851-ac88-5485f1560dc4
,렌탈샵,뽀루꾸렌탈샵,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2051-8,0507-1336-1044,,,https://smartstore.naver.com/bboruggu,,6f44a10b-b062-4a31-9e34-824fb4d114db
,렌탈샵,세븐레저,비발디파크,경기,경기도 양평군 단월면 단월로 412,0507-1408-3556,,매일 00:00~24:00,http://www.sevenleisure.co.kr,,f9c1f94c-c4ef-4261-a30d-b4bfca370e6e
,렌탈샵,슈퍼맨,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 710 비발디파크 렌탈샵 슈퍼맨,0507-1351-0766,,매일 00:00~24:00 (브레이크 04:00~08:00),http://www.dmsm.co.kr,,77e936e2-55b9-4f21-afb5-5ac1967eb605
,렌탈샵,스노우뷰,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2217 비발디파크 렌탈샵,0507-1399-8258,정비,매일 07:30~05:30; 비발디파크 시즌내 24시간 영업,https://smartstore.naver.com/leportsview94,vivaldipark_snowview,52ed4b06-ae91-4229-ae42-d237fc180b8b
,렌탈샵,스마일,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 1023 1층 비발디파크 렌탈샵 스마일 렌탈,0507-1431-0285,판매,매일 00:00~24:00; 연중무휴,https://www.smileski.kr,smile.ski,55e0039d-1aed-455e-8eed-42f13a0b5ef0
,렌탈샵,스키나라,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 59,,,,,,32df4a6e-eb9f-4f97-a42f-e46f68429d15
,렌탈샵,스키랜드강습센터,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 606 1층,0507-1430-2850,,매일 00:00~24:00,https://smartstore.naver.com/skiland1,,30c4305e-174f-4c74-a640-b117fb9e34ab
,렌탈샵,스키로,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 45 1층,,판매,매일 08:00~22:00,,,da708039-0fdc-4cd8-84c3-33a206b8065b
,렌탈샵,스키복예쁜집&스키핏스키스쿨,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 712,0507-1377-1228,판매,월 08:00~23:00; 토 정기휴무 (매주 토요일); 일 정기휴무 (매주 일요일); 화 정기휴무 (매주 ,https://smartstore.naver.com/skifit,skifitkorea,3120995e-3748-42c7-95bf-3ebf42361545
,렌탈샵,스키아,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2093,033-435-3009,판매,"토 정기휴무, 일 정기휴무, 월 00:00~24:00, 화 00:00~24:00, 수 00:00~24:00,",,,08e5ec43-0f60-44c5-8107-14c9fb63bec7
,렌탈샵,스키야놀자,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 905 비발디파크 렌탈샵 스키야놀자,0507-1307-9915,판매,매일 00:00~24:00; 비발디파크 스키장 폐장일까지 운영,https://smartstore.naver.com/skiyanolja,vivaldipark_skiya_nolja,bdff0619-1883-4253-a777-524c8408b287
,렌탈샵,스키창고,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 824,033-435-8288,판매,매일 00:00~24:00,http://skichanggo.com,,3b690027-5458-4f66-acf1-2c46e45d0a64
,렌탈샵,스키토탈,비발디파크,강원,강원특별자치도 홍천군 서면 한서로 2101 스키토탈,0507-1393-0893,판매,매일 07:30~23:00,http://www.스키토탈.kr,,2fc2fcbd-bc26-478c-96d6-4424ac1737a3
,렌탈샵,신영티켓,비발디파크,강원,강원 홍천군 서면 한치골길 75-12,0507-1353-6448,,,https://smartstore.naver.com/dudgns/products/2339641006,,b9be27e5-e201-48e4-808b-bbeacdcbddd3
,렌탈샵,아지트,비발디파크,강원,강원특별자치도 홍천군 서면 한치골길 952 비발디파크 렌탈샵,0507-1355-6448,정비,"토 08:00~04:00, 일 08:00~04:00, 월 08:30~04:00, 화 08:30~04:00, ",https://www.agitski.com,VVD_AGIT,79ffd709-83a4-4bbb-9363-254f60d7db39
,렌탈샵,알샵,비발디파크,강원,강원 홍천군 서면 한서로 2133,033-435-5628,정비,매일 00:00~24:00,,,96cb78e8-d121-4b4c-aa5a-cbb51330ad76
,렌탈샵,알파인애플,비발디파크,강원,강원 홍천군 서면 팔봉산로 1151,,,,,,583aa293-62b9-4f49-8836-e4e719282c5b
